Generation,Avg_Pollen,Avg_Dance_Prob,Avg_Radius
0,20.0,0.496756722438423,4.954078274328959
1,19.7,0.5287547612507556,4.907295311902747
2,10.0,0.5852365749783993,4.529627130232211
3,20.0,0.5989443821738041,4.025284984224993
4,28.0,0.6007474155035779,4.046481899549802
5,20.0,0.5995458143995754,3.924429487896143
6,30.0,0.5802993051033184,3.8976516957579634
7,25.0,0.560286924977876,3.757057316202495
8,25.0,0.5646439730573514,3.879498593108698
9,30.0,0.5642098569915713,3.8457173046517115
